"""TeciVersion=1""","""Time""","""Remaining (Total)""","""Exited (Total)""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+Y]""","""Time Step Usage[-Y]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+Y]""","""Time Step Usage[-Y]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+Y]""","""Time Step Usage[-Y]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+Y]""","""Time Step Usage[-Y]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+Y]""","""Time Step Usage[-Y]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+X]""","""Time Step Usage[-X]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+X]""","""Time Step Usage[-X]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+X]""","""Time Step Usage[-X]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+X]""","""Time Step Usage[-X]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+X]""","""Time Step Usage[-X]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+X]""","""Time Step Usage[-X]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+X]""","""Time Step Usage[-X]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+X]""","""Time Step Usage[-X]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+Y]""","""Time Step Usage[-Y]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+Y]""","""Time Step Usage[-Y]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+Y]""","""Time Step Usage[-Y]""","""Time Step Usage""","""Width""","""Total Boundary""","""Time Step Usage[+Y]""","""Time Step Usage[-Y]""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants""","""Queued Occupants"""
,30.0000,1008,329,24,3.893,0.300,29,9.000,0.300,0,1.165,0.300,0,3.332,0.300,1,1.310,0.300,0,9.000,0.300,0,0,50,10.000,0.300,24,8.000,0.300,0,1.200,0.300,0,0,2,1.200,0.300,0,2,0,1.083,0.300,0,0,0,1.200,0.300,0,0,3,1.200,0.300,0,3,3,1.200,0.300,0,3,4,1.200,0.300,4,0,4,1.200,0.300,4,0,4,1.200,0.300,0,4,3,1.200,0.300,0,3,4,1.200,0.300,4,0,4,1.200,0.300,4,0,0,1.219,0.300,0,0,0,1.219,0.300,0,0,0,1.192,0.300,0,0,0,1.200,0.300,0,0,14,0,0,0,0,0,3,0,0,0,0,0,14,2,0,1,0,0,2,16,0,0,0,0
,35.0000,893,444,23,3.893,0.300,15,9.000,0.300,0,1.165,0.300,0,3.332,0.300,3,1.310,0.300,2,9.000,0.300,0,2,48,10.000,0.300,26,8.000,0.300,0,1.200,0.300,0,0,0,1.200,0.300,0,0,1,1.083,0.300,1,0,1,1.200,0.300,1,0,4,1.200,0.300,0,4,4,1.200,0.300,0,4,3,1.200,0.300,3,0,4,1.200,0.300,4,0,4,1.200,0.300,0,4,4,1.200,0.300,0,4,3,1.200,0.300,3,0,3,1.200,0.300,3,0,0,1.219,0.300,0,0,0,1.219,0.300,0,0,0,1.192,0.300,0,0,0,1.200,0.300,0,0,23,1,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,2,29,0,0,0,0
,40.0000,788,549,24,3.893,0.300,6,9.000,0.300,0,1.165,0.300,2,3.332,0.300,6,1.310,0.300,0,9.000,0.300,0,0,53,10.000,0.300,14,8.000,0.300,2,1.200,0.300,0,2,1,1.200,0.300,0,1,1,1.083,0.300,1,0,4,1.200,0.300,4,0,3,1.200,0.300,0,3,4,1.200,0.300,0,4,4,1.200,0.300,4,0,3,1.200,0.300,3,0,3,1.200,0.300,0,3,4,1.200,0.300,0,4,4,1.200,0.300,4,0,4,1.200,0.300,4,0,0,1.219,0.300,0,0,0,1.219,0.300,0,0,0,1.192,0.300,0,0,0,1.200,0.300,0,0,26,0,0,0,0,0,0,0,0,0,1,4,31,2,0,1,0,0,2,34,0,0,0,0
,45.0000,699,638,23,3.893,0.300,9,9.000,0.300,0,1.165,0.300,8,3.332,0.300,7,1.310,0.300,1,9.000,0.300,0,1,25,10.000,0.300,11,8.000,0.300,3,1.200,0.300,0,3,2,1.200,0.300,0,2,3,1.083,0.300,3,0,4,1.200,0.300,4,0,4,1.200,0.300,0,4,3,1.200,0.300,0,3,4,1.200,0.300,4,0,4,1.200,0.300,4,0,4,1.200,0.300,0,4,3,1.200,0.300,0,3,4,1.200,0.300,4,0,4,1.200,0.300,4,0,0,1.219,0.300,0,0,0,1.219,0.300,0,0,0,1.192,0.300,0,0,0,1.200,0.300,0,0,16,0,0,0,1,0,0,0,0,1,3,4,43,2,0,0,0,1,1,46,0,0,0,0
,50.0000,614,723,24,3.893,0.300,7,9.000,0.300,0,1.165,0.300,3,3.332,0.300,6,1.310,0.300,0,9.000,0.300,0,0,32,10.000,0.300,13,8.000,0.300,3,1.200,0.300,0,3,3,1.200,0.300,0,3,4,1.083,0.300,4,0,4,1.200,0.300,4,0,4,1.200,0.300,0,4,4,1.200,0.300,0,4,3,1.200,0.300,3,0,4,1.200,0.300,4,0,4,1.200,0.300,0,4,4,1.200,0.300,0,4,3,1.200,0.300,3,0,3,1.200,0.300,3,0,0,1.219,0.300,0,0,0,1.219,0.300,0,0,0,1.192,0.300,0,0,0,1.200,0.300,0,0,15,0,0,0,0,0,0,0,0,1,2,0,55,1,0,1,0,0,2,57,0,0,0,0
,55.0000,549,788,23,3.893,0.300,1,9.000,0.300,0,1.165,0.300,0,3.332,0.300,5,1.310,0.300,2,9.000,0.300,0,2,27,10.000,0.300,9,8.000,0.300,3,1.200,0.300,0,3,2,1.200,0.300,0,2,3,1.083,0.300,3,0,2,1.200,0.300,2,0,3,1.200,0.300,0,3,3,1.200,0.300,0,3,4,1.200,0.300,4,0,3,1.200,0.300,3,0,3,1.200,0.300,0,3,4,1.200,0.300,0,4,4,1.200,0.300,4,0,4,1.200,0.300,4,0,0,1.219,0.300,0,0,0,1.219,0.300,0,0,0,1.192,0.300,0,0,0,1.200,0.300,0,0,7,0,0,0,0,0,0,0,0,2,2,0,61,2,0,0,0,1,1,60,0,0,0,0
,60.0000,475,862,24,3.893,0.300,6,9.000,0.300,0,1.165,0.300,0,3.332,0.300,2,1.310,0.300,0,9.000,0.300,0,0,29,10.000,0.300,13,8.000,0.300,3,1.200,0.300,0,3,3,1.200,0.300,0,3,3,1.083,0.300,3,0,3,1.200,0.300,3,0,4,1.200,0.300,0,4,4,1.200,0.300,0,4,3,1.200,0.300,3,0,4,1.200,0.300,4,0,4,1.200,0.300,0,4,3,1.200,0.300,0,3,4,1.200,0.300,4,0,4,1.200,0.300,4,0,0,1.219,0.300,0,0,0,1.219,0.300,0,0,0,1.192,0.300,0,0,0,1.200,0.300,0,0,0,0,0,0,0,0,0,0,1,1,1,0,67,2,0,0,0,0,1,67,0,0,0,0
,65.0000,399,938,17,3.893,0.300,14,9.000,0.300,0,1.165,0.300,0,3.332,0.300,0,1.310,0.300,0,9.000,0.300,0,0,27,10.000,0.300,18,8.000,0.300,2,1.200,0.300,0,2,2,1.200,0.300,0,2,3,1.083,0.300,3,0,4,1.200,0.300,4,0,4,1.200,0.300,0,4,4,1.200,0.300,0,4,4,1.200,0.300,4,0,3,1.200,0.300,3,0,4,1.200,0.300,0,4,4,1.200,0.300,0,4,3,1.200,0.300,3,0,3,1.200,0.300,3,0,0,1.219,0.300,0,0,0,1.219,0.300,0,0,0,1.192,0.300,0,0,0,1.200,0.300,0,0,0,0,0,0,0,0,0,0,2,2,2,1,70,2,0,1,0,0,2,66,0,0,0,0
,70.0000,298,1039,23,3.893,0.300,12,9.000,0.300,0,1.165,0.300,0,3.332,0.300,0,1.310,0.300,0,9.000,0.300,0,0,45,10.000,0.300,21,8.000,0.300,3,1.200,0.300,0,3,3,1.200,0.300,0,3,3,1.083,0.300,3,0,3,1.200,0.300,3,0,3,1.200,0.300,0,3,3,1.200,0.300,0,3,4,1.200,0.300,4,0,4,1.200,0.300,4,0,3,1.200,0.300,0,3,3,1.200,0.300,0,3,4,1.200,0.300,4,0,4,1.200,0.300,4,0,0,1.219,0.300,0,0,0,1.219,0.300,0,0,0,1.192,0.300,0,0,0,1.200,0.300,0,0,13,0,0,0,0,0,0,0,2,1,3,8,74,2,0,1,0,1,2,67,0,0,0,0
,75.0000,250,1087,23,3.893,0.300,0,9.000,0.300,0,1.165,0.300,0,3.332,0.300,3,1.310,0.300,0,9.000,0.300,0,0,20,10.000,0.300,2,8.000,0.300,2,1.200,0.300,0,2,2,1.200,0.300,0,2,3,1.083,0.300,3,0,3,1.200,0.300,3,0,4,1.200,0.300,0,4,4,1.200,0.300,0,4,4,1.200,0.300,4,0,4,1.200,0.300,4,0,4,1.200,0.300,0,4,4,1.200,0.300,0,4,3,1.200,0.300,3,0,3,1.200,0.300,3,0,0,1.219,0.300,0,0,0,1.219,0.300,0,0,0,1.192,0.300,0,0,0,1.200,0.300,0,0,8,0,0,0,0,0,0,0,3,2,3,10,77,2,0,0,0,1,2,68,0,0,0,0
